"country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2019,NA,NA,20.228,NA,NA,92,"Urban",148857,53.7478,-2.4527,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2019,13.424,9.172,12.195,47,85,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2019,NA,11.828,15.431,NA,95,99,"Urban, Urban",505687,50.73755,-1.8038,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2019,NA,NA,41.838,NA,NA,96,"Urban",535987,53.7712,-1.7598,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2019,NA,12.418,15.242,NA,39,97,"Urban",353070,50.8408,-0.1476,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2019,18.444,10.759,31.301,90,85,92,"Urban, Urban",686210,51.4604,-2.58425,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2019,NA,NA,27.391,NA,NA,87,"Urban",125339,52.2024,0.1245,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2019,NA,NA,21.416,NA,NA,99,"Urban",99618,52.6873,-1.9808,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2019,NA,NA,12.105,NA,NA,99,"Urban",NA,51.274,1.0981,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2019,20.924,11.794,25.276,82,64,81,"Urban, Urban",477627,51.4864,-3.1643,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2019,18.593,10.81,25.96,95,94,96,"Urban",108331,54.8948,-2.9453,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2019,13.408,8.623,14.883,95,93,96,"Urban, Urban",104604,53.2379,-1.45595,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Coventry/GBR",2019,15.292,9.083,25.687,79,94,99,"Urban, Urban",363467,52.40965,-1.52515,1,"Coventry","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2019,NA,NA,35.011,NA,NA,98,"Urban",257104,52.923,-1.4695,1,"Derby","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2019,11.506,9.361,10.608,77,83,98,"Urban",150588,55.0028,-7.3312,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2019,NA,NA,30.105,NA,NA,98,"Urban",309741,53.5182,-1.1381,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2019,NA,NA,31.129,NA,NA,99,"Urban",NA,55.07,-3.6142,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Dundee/GBR",2019,NA,NA,11.011,NA,NA,96,"Urban",148730,56.4754,-2.9599,1,"Dundee","NA"
"United Kingdom of Great Britain and Northern Ireland","East Staffordshire/GBR",2019,NA,NA,18.282,NA,NA,98,"Urban",118063,52.821,-1.6357,1,"East Staffordshire","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2019,15.546,10.461,11.452,95,98,91,"Urban",103206,50.8058,0.2716,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2019,10.942,6.336,35.586,90,93,97,"Urban, Urban",536775,55.9452,-3.1831,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2019,NA,NA,27.897,NA,NA,91,"Urban",129672,50.7251,-3.5325,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2019,NA,NA,33.945,NA,NA,83,"Urban",128014,53.3654,-2.7317,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2019,NA,NA,12.353,NA,NA,99,"Urban",93131,54.6832,-1.2038,1,"Hartlepool","North East"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2019,9.375,5.426,16.467,89,88,99,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Inverclyde/GBR",2019,11.794,6.558,27.661,100,100,99,"Urban",78455,55.9441,-4.7344,1,"Inverclyde","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2019,17.401,10.756,24.424,62,95,99,"Urban, Urban",320825,53.7539,-0.32345,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2019,NA,NA,29.533,NA,NA,19,"Urban",437936,53.6931,-1.6371,1,"Kirklees","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2019,16.098,12.323,28.361,92,94,99,"Urban, Urban",787020,53.8119,-1.56145,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2019,22.466,11.224,30.462,98,97,99,"Urban, Urban",552178,52.62925,-1.12575,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2019,NA,NA,29.17,NA,NA,100,"Urban",98739,53.2214,-0.5342,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2019,16.005,8.554,23.14,70,96,95,"Urban, Urban, Urban, Urban",901708,53.389875,-2.908525,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2019,19.395,11.206,34.338,94,95,96,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.50554375,-0.1495,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2019,NA,NA,39.322,NA,NA,97,"Urban",214384,51.8923,-0.4621,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2019,18.909,12.37,18.466,98,95,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2019,15.245,9.51,19.866,100,100,98,"Urban",316371,51.6012,-2.9773,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2019,14.012,10.33,12.724,90,97,99,"Urban",140745,52.6142,1.302,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2019,14.234,8.914,28.927,97,95,97,"Urban, Urban",154455,51.74825,-1.2589,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2019,16.934,11.123,18.857,96,95,91,"Urban, Urban",263085,50.3914,-4.13635,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2019,17.272,8.88,22.632,97,92,99,"Urban, Urban",542040,50.81355,-1.0821,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Preston/GBR",2019,11.911,9.378,22.793,52,97,99,"Urban",328158,53.7656,-2.6804,1,"Preston","North West"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2019,14.309,9.451,25.478,73,38,77,"Urban, Urban",329619,51.454,-0.94225,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2019,14.917,12.493,30.159,97,95,86,"Urban, Urban, Urban",730158,53.39803333,-1.443333333,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2019,16.852,9.599,30.164,93,97,98,"Urban, Urban",383736,50.9142,-1.42965,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Southend On Sea/GBR",2019,11.483,10.64,17.875,27,97,99,"Urban",312328,51.5442,0.6784,1,"Southend On Sea","East of England"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2019,13.586,8.21,15.596,95,95,99,"Urban, Urban, Urban",196850,54.56263333,-1.3165,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2019,15.748,9.471,37.579,81,97,99,"Urban, Urban",386013,53.0043,-2.1435,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Sunderland/GBR",2019,10.732,9.402,15.075,26,85,93,"Urban, Urban",341366,54.901,-1.40765,1,"Sunderland","North East"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2019,18.359,9.859,24.127,94,94,99,"Urban",311408,51.6327,-3.9474,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2019,NA,NA,13.529,NA,NA,99,"Urban",221180,51.5581,-1.7657,1,"Swindon","South West"
"United Kingdom of Great Britain and Northern Ireland","Telford And Wrekin/GBR",2019,NA,NA,14.871,NA,NA,99,"Urban",176784,52.6735,-2.4367,1,"Telford And Wrekin","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2019,18.871,11.541,24.782,97,91,99,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2019,13.87,9.495,17.083,95,94,96,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Worthing/GBR",2019,NA,10.041,33.083,NA,97,97,"Urban",109829,50.8329,-0.3799,1,"Worthing","South East"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2019,12.09,7.869,16.434,80,80,80,"Urban",135849,53.0422,-3.0028,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2019,17.922,10.872,20.391,96,81,98,"Urban, Urban",209028,53.9597,-1.0812,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2020,11.446,7.053,12.874,100,100,99,"Urban",136055,53.04222,-3.002778,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","Armagh/GBR",2020,16.957,NA,21.12,95,NA,96,"Urban",217232,54.353728,-6.654558,1,"Armagh","NA"
"United Kingdom of Great Britain and Northern Ireland","Barnsley/GBR",2020,NA,NA,11.863,NA,NA,97,"Urban",248071,53.56292,-1.510436,1,"Barnsley","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2020,NA,NA,28.043,NA,NA,98,"Urban",196357,51.390922,-2.35503,1,"Bath and North East Somerset","South West"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2020,17.22,8.119,16.745,96,94,80,"Urban, Urban",211012,53.959701,-1.0811875,1,"York","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Aberdeen/GBR",2013,13.484,8.59,38.939,89,83,81,"Urban, Urban",216289,57.152255,-2.0991656,1,"Aberdeen","NA"
"United Kingdom of Great Britain and Northern Ireland","Blackburn With Darwen/GBR",2020,NA,NA,17.154,NA,NA,95,"Urban",150030,53.747751,-2.452724,1,"Blackburn With Darwen","North West"
"United Kingdom of Great Britain and Northern Ireland","Bristol/GBR",2013,17.701,12.809,27.975,96,97,99,"Urban",686210,51.46282925,-2.5844865,1,"Bristol","South West"
"United Kingdom of Great Britain and Northern Ireland","Bournemouth/GBR",2020,NA,11.224,12.112,NA,83,98,"Urban, Urban",505687,50.737512,-1.803816,1,"Bournemouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Bradford/GBR",2020,NA,NA,34.39,NA,NA,81,"Urban",542128,53.771245,-1.759774,1,"Bradford","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Brighton/GBR",2020,NA,9.212,10.926,NA,41,99,"Urban",291738,50.840836,-0.147572,1,"Brighton","South East"
"United Kingdom of Great Britain and Northern Ireland","Cardiff/GBR",2013,18.949,13.51,25.901,92,92,96,"Urban",477627,51.481785,-3.1762625,1,"Cardiff","Wales"
"United Kingdom of Great Britain and Northern Ireland","Bury/GBR",2020,15.821,NA,19.191,94,NA,98,"Urban",190708,53.559029,-2.293772,1,"Bury","North West"
"United Kingdom of Great Britain and Northern Ireland","Caerphilly/GBR",2020,NA,NA,46.876,NA,NA,99,"Urban",181731,51.680579,-3.133508,1,"Caerphilly","Wales"
"United Kingdom of Great Britain and Northern Ireland","Cambridge/GBR",2020,NA,NA,22.118,NA,NA,84,"Urban",125063,52.20237,0.124456,1,"Cambridge","East of England"
"United Kingdom of Great Britain and Northern Ireland","Carlisle/GBR",2013,12.227,11.696,27.413,46,96,99,"Urban",105519,54.89482267,-2.945304667,1,"Carlisle","North West"
"United Kingdom of Great Britain and Northern Ireland","Cannock Chase/GBR",2020,NA,NA,14.35,NA,NA,93,"Urban",101484,52.687298,-1.980821,1,"Cannock Chase","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Canterbury/GBR",2020,NA,NA,10.385,NA,NA,98,"Urban",166762,51.27399,1.098061,1,"Canterbury","South East"
"United Kingdom of Great Britain and Northern Ireland","Chesterfield/GBR",2013,16.617,10.713,20.307,93,79,93,"Urban, Urban",98993,53.23123314,-1.446936286,1,"Chesterfield","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Derry And Strabane/GBR",2013,14.775,11.489,14.052,89,76,97,"Urban",150588,55.0012,-7.3291,1,"Derry And Strabane","NA"
"United Kingdom of Great Britain and Northern Ireland","Cheshire East/GBR",2020,NA,NA,10.429,NA,NA,96,NA,386667,53.115941,-2.453492,1,"Cheshire East","North West"
"United Kingdom of Great Britain and Northern Ireland","Eastbourne/GBR",2013,22.911,15.275,12.397,66,99,94,"Urban",95477,50.80578533,0.271607333,1,"Eastbourne","South East"
"United Kingdom of Great Britain and Northern Ireland","Cornwall/GBR",2020,15.688,7.745,NA,89,91,NA,"Urban",573299,50.411463,-4.227678,1,"Cornwall","South West"
"United Kingdom of Great Britain and Northern Ireland","Edinburgh/GBR",2013,13.536,7.516,22.165,94,98,99,"Urban",536775,55.94559175,-3.1821895,1,"Edinburgh","NA"
"United Kingdom of Great Britain and Northern Ireland","Derby/GBR",2020,NA,NA,26.371,NA,NA,97,"Urban",256814,52.922983,-1.469507,1,"Derby","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Doncaster/GBR",2020,NA,NA,23.534,NA,NA,98,"Urban",312785,53.51824,-1.138057,1,"Doncaster","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Dumfries/GBR",2020,NA,NA,22.121,NA,NA,98,"Urban",148290,55.070033,-3.614233,1,"Dumfries","NA"
"United Kingdom of Great Britain and Northern Ireland","Dundee/GBR",2020,NA,NA,8.452,NA,NA,97,NA,148820,56.475434,-2.959861,1,"Dundee","NA"
"United Kingdom of Great Britain and Northern Ireland","Ealing/GBR",2020,24.451,NA,NA,90,NA,NA,"Urban",340341,51.51895,-0.265617,1,"Ealing","London"
"United Kingdom of Great Britain and Northern Ireland","East Devon/GBR",2020,NA,NA,6.551,NA,NA,96,"Urban",148080,50.792287,-3.196702,1,"East Devon","South West"
"United Kingdom of Great Britain and Northern Ireland","East Staffordshire/GBR",2020,NA,NA,14.132,NA,NA,99,NA,120923,52.82105,-1.635718,1,"East Staffordshire","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Exeter/GBR",2020,NA,NA,18.757,NA,NA,99,"Urban",133333,50.725083,-3.532465,1,"Exeter","South West"
"United Kingdom of Great Britain and Northern Ireland","Halton/GBR",2020,NA,NA,24.288,NA,NA,99,"Urban",129759,53.365391,-2.73168,1,"Halton","North West"
"United Kingdom of Great Britain and Northern Ireland","Haringey/GBR",2020,NA,NA,24.725,NA,NA,99,"Urban, Urban",266357,51.591714,-0.096736,1,"Haringey","London"
"United Kingdom of Great Britain and Northern Ireland","Hartlepool/GBR",2020,NA,NA,10.005,NA,NA,99,NA,93836,54.683242,-1.203838,1,"Hartlepool","North East"
"United Kingdom of Great Britain and Northern Ireland","Hertsmere/GBR",2020,NA,NA,15.251,NA,NA,93,NA,105471,51.661229,-0.270671,1,"Hertsmere","East of England"
"United Kingdom of Great Britain and Northern Ireland","Hillingdon/GBR",2020,NA,NA,28.032,NA,NA,98,"Urban",309014,51.49633,-0.460861,1,"Hillingdon","London"
"United Kingdom of Great Britain and Northern Ireland","Horsham/GBR",2020,NA,NA,17.358,NA,NA,94,"Urban",145474,50.916932,-0.449548,1,"Horsham","South East"
"United Kingdom of Great Britain and Northern Ireland","Highland/GBR",2013,11.648,6.058,21.017,92,98,98,"Urban",NA,57.4813,-4.2415,1,"Highland","NA"
"United Kingdom of Great Britain and Northern Ireland","Kingston Upon Hull/GBR",2013,14.262,12.359,26.739,95,98,95,"Urban",320825,53.7488,-0.3412,1,"Kingston Upon Hull","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leeds/GBR",2013,19.931,14.418,38.847,76,66,98,"Urban, Urban",762241,53.8135048,-1.5644188,1,"Leeds","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Kirklees/GBR",2020,NA,NA,15.658,NA,NA,89,NA,441290,53.693104,-1.637111,1,"Kirklees","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Leicester/GBR",2013,17.347,12.37,28.694,65,37,44,"Urban, Urban",552178,52.62555,-1.13015,1,"Leicester","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Liverpool/GBR",2013,14.021,11.187,28.693,98,97,80,"Urban, Urban, Urban",901708,53.3887,-2.943166667,1,"Liverpool","North West"
"United Kingdom of Great Britain and Northern Ireland","Lewisham/GBR",2020,13.831,8.726,NA,100,100,NA,"Urban",305309,51.449674,-0.037418,1,"Lewisham","London"
"United Kingdom of Great Britain and Northern Ireland","Lincoln/GBR",2020,NA,NA,21.418,NA,NA,97,"Urban",100049,53.221373,-0.534189,1,"Lincoln","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Luton/GBR",2020,NA,NA,30.736,NA,NA,97,"Urban",213528,51.892293,-0.46211,1,"Luton","East of England"
"United Kingdom of Great Britain and Northern Ireland","London/GBR",2013,23.623,14.962,47.485,83,81,97,"Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",9304016,51.51899067,-0.147385872,1,"London","London"
"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2013,20.477,14.892,19.899,97,92,83,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East"
"United Kingdom of Great Britain and Northern Ireland","Mid And East Antrim/GBR",2020,NA,NA,12.948,NA,NA,94,"Urban, Urban",139443,54.856543,-6.262917,1,"Mid And East Antrim","NA"
"United Kingdom of Great Britain and Northern Ireland","Newport/GBR",2013,17.693,12.953,22.967,68,86,89,"Urban",316371,51.601202,-2.977287333,1,"Newport","Wales"
"United Kingdom of Great Britain and Northern Ireland","Norwich/GBR",2013,14.626,13.234,14.714,80,97,97,"Urban",131740,52.61419475,1.301982,1,"Norwich","East of England"
"United Kingdom of Great Britain and Northern Ireland","Oxford/GBR",2013,20.727,13.743,38.421,71,94,96,"Urban, Urban",146362,51.7475714,-1.2591638,1,"Oxford","South East"
"United Kingdom of Great Britain and Northern Ireland","Oldham/GBR",2020,NA,NA,23.393,NA,NA,98,"Urban",237628,53.579218,-2.093846,1,"Oldham","North West"
"United Kingdom of Great Britain and Northern Ireland","Plymouth/GBR",2013,18.331,12.007,22.172,87,91,99,"Urban",246523,50.3716775,-4.14237075,1,"Plymouth","South West"
"United Kingdom of Great Britain and Northern Ireland","Portsmouth/GBR",2013,18.136,13.936,20.273,74,94,84,"Urban",309599,50.82880667,-1.068588667,1,"Portsmouth","South East"
"United Kingdom of Great Britain and Northern Ireland","Reading/GBR",2013,15.519,9.916,26.553,92,90,98,"Urban",178866,51.4530925,-0.94407525,1,"Reading","South East"
"United Kingdom of Great Britain and Northern Ireland","Sheffield/GBR",2013,20.584,12.926,33.271,37,37,59,"Urban, Urban, Urban",730158,53.39437,-1.43590975,1,"Sheffield","Yorkshire and The Humber"
"United Kingdom of Great Britain and Northern Ireland","Richmond Upon Thames/GBR",2020,13.072,7.77,NA,96,96,NA,"Urban",198141,51.425286,-0.345606,1,"Richmond Upon Thames","London"
"United Kingdom of Great Britain and Northern Ireland","Southampton/GBR",2013,21.016,15.011,31.27,96,97,98,"Urban",266998,50.90813,-1.3957835,1,"Southampton","South East"
"United Kingdom of Great Britain and Northern Ireland","Sandwell/GBR",2020,NA,NA,22.188,NA,NA,97,"Urban",329042,52.5053865,-1.9947525,1,"Sandwell","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Scottish Borders/GBR",2020,NA,NA,3.808,NA,NA,99,"Urban",115240,55.657472,-3.196527,1,"Scottish Borders","NA"
"United Kingdom of Great Britain and Northern Ireland","Stockton On Tees/GBR",2013,16.784,10.049,18.102,97,96,97,"Urban, Urban",191297,54.54624517,-1.330713333,1,"Stockton On Tees","North East"
"United Kingdom of Great Britain and Northern Ireland","Stoke On Trent/GBR",2013,20.293,13.784,29.024,95,97,92,"Urban",386013,53.0282075,-2.17512475,1,"Stoke On Trent","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Southwark/GBR",2020,22.202,NA,28.48,75,NA,68,"Urban",320017,51.480499,-0.05955,1,"Southwark","London"
"United Kingdom of Great Britain and Northern Ireland","St Helens/GBR",2020,18.321,NA,25.022,96,NA,99,"Urban",181095,53.451826,-2.742134,1,"St Helens","North West"
"United Kingdom of Great Britain and Northern Ireland","Swansea/GBR",2013,19.069,11.93,31.101,98,98,99,"Urban",311408,51.632697,-3.9473805,1,"Swansea","Wales"
"United Kingdom of Great Britain and Northern Ireland","Thurrock/GBR",2013,21.743,14.238,27.73,87,87,97,"Urban, Urban",171460,51.49765,0.37875,1,"Thurrock","East of England"
"United Kingdom of Great Britain and Northern Ireland","Swindon/GBR",2020,NA,NA,9.888,NA,NA,98,NA,222881,51.558061,-1.765678,1,"Swindon","South West"
"United Kingdom of Great Britain and Northern Ireland","Telford And Wrekin/GBR",2020,NA,NA,10.794,NA,NA,98,NA,181322,52.673471,-2.436692,1,"Telford And Wrekin","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Tower Hamlets/GBR",2020,NA,NA,25.399,NA,NA,100,"Urban",331969,51.52253,-0.042155,1,"Tower Hamlets","London"
"United Kingdom of Great Britain and Northern Ireland","Walsall/GBR",2020,NA,NA,13.005,NA,NA,99,NA,286716,52.605621,-2.030523,1,"Walsall","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","Warwick/GBR",2013,19.443,12.524,22.132,54,88,76,"Urban, Urban",141383,52.29185,-1.538,1,"Warwick","West Midlands"
"United Kingdom of Great Britain and Northern Ireland","West Dunbartonshire/GBR",2020,NA,NA,12.614,NA,NA,100,"Urban",88340,55.943197,-4.55973,1,"West Dunbartonshire","NA"
"United Kingdom of Great Britain and Northern Ireland","West Northamptonshire/GBR",2020,NA,10.32,9.253,NA,97,99,"Urban",406733,52.272257,-0.916605,1,"West Northamptonshire","East Midlands"
"United Kingdom of Great Britain and Northern Ireland","Westminster/GBR",2020,NA,10.175,34.7,NA,87,98,"Urban, Urban",269848,51.5086,-0.143271,1,"Westminster","London"
"United Kingdom of Great Britain and Northern Ireland","Worthing/GBR",2020,NA,7.935,26.406,NA,98,99,"Urban",110727,50.832947,-0.379916,1,"Worthing","South East"
"United Kingdom of Great Britain and Northern Ireland","Wrexham/GBR",2013,17.095,10.387,21.758,94,94,97,"Urban",131989,53.042215,-3.0027835,1,"Wrexham","Wales"
"United Kingdom of Great Britain and Northern Ireland","York/GBR",2013,15.261,12.38,27.229,91,95,98,"Urban, Urban",196959,53.95858471,-1.080430143,1,"York","Yorkshire and The Humber"
